pi0_KE,pi0_cos,Ratio
995.0,-0.7,0.0
5.0,-0.6599999999999999,0.8126882734423894
15.0,-0.6599999999999999,0.8245704691484316
25.0,-0.6599999999999999,0.8374523701143141
35.0,-0.6599999999999999,0.8496304790015459
45.0,-0.6599999999999999,0.8835039434816797
55.0,-0.6599999999999999,0.9101888250736906
65.0,-0.6599999999999999,0.9178782035454484
75.0,-0.6599999999999999,0.92084613419852
85.0,-0.6599999999999999,0.9189475747516769
95.0,-0.6599999999999999,0.944978819560292
105.0,-0.6599999999999999,0.9684908850517413
115.0,-0.6599999999999999,1.0210788787469287
125.0,-0.6599999999999999,1.0446327476982742
135.0,-0.6599999999999999,1.0751350998414064
145.0,-0.6599999999999999,1.0556838355640406
155.0,-0.6599999999999999,1.1359202979724436
165.0,-0.6599999999999999,1.0919703777714667
175.0,-0.6599999999999999,1.0710539660667615
185.0,-0.6599999999999999,1.113014578315599
195.0,-0.6599999999999999,1.138148669428697
205.0,-0.6599999999999999,1.1101369308694509
215.0,-0.6599999999999999,1.1589962645267997
225.0,-0.6599999999999999,1.2282351389250483
235.0,-0.6599999999999999,1.2056261991043165
245.0,-0.6599999999999999,1.4625765621031515
255.0,-0.6599999999999999,1.5337675655958625
265.0,-0.6599999999999999,1.3760438993495634
275.0,-0.6599999999999999,1.5452400767108005
285.0,-0.6599999999999999,1.687516144595593
295.0,-0.6599999999999999,1.3280827269805806
305.0,-0.6599999999999999,2.0524699734680283
315.0,-0.6599999999999999,2.055198414775397
325.0,-0.6599999999999999,1.8989405811023976
335.0,-0.6599999999999999,1.9662967021769704
345.0,-0.6599999999999999,2.1336411023622444
355.0,-0.6599999999999999,2.432350856692959
365.0,-0.6599999999999999,2.3020864525487372
375.0,-0.6599999999999999,3.3189972703412693
385.0,-0.6599999999999999,4.267282204724489
395.0,-0.6599999999999999,2.8448548031496594
405.0,-0.6599999999999999,4.80069248031505
415.0,-0.6599999999999999,12.801846614173467
425.0,-0.6599999999999999,4.80069248031505
435.0,-0.6599999999999999,0.0
445.0,-0.6599999999999999,1.0668205511811224
455.0,-0.6599999999999999,0.0
465.0,-0.6599999999999999,3.2004616535433668
475.0,-0.6599999999999999,0.0
485.0,-0.6599999999999999,0.0
495.0,-0.6599999999999999,0.0
505.0,-0.6599999999999999,0.0
515.0,-0.6599999999999999,0.0
525.0,-0.6599999999999999,0.0
535.0,-0.6599999999999999,0.0
545.0,-0.6599999999999999,0.0
555.0,-0.6599999999999999,0.0
565.0,-0.6599999999999999,0.0
575.0,-0.6599999999999999,0.0
585.0,-0.6599999999999999,0.0
595.0,-0.6599999999999999,0.0
605.0,-0.6599999999999999,0.0
615.0,-0.6599999999999999,0.0
625.0,-0.6599999999999999,0.0
635.0,-0.6599999999999999,0.0
645.0,-0.6599999999999999,0.0
655.0,-0.6599999999999999,0.0
665.0,-0.6599999999999999,0.0
675.0,-0.6599999999999999,0.0
685.0,-0.6599999999999999,0.0
695.0,-0.6599999999999999,0.0
705.0,-0.6599999999999999,0.0
715.0,-0.6599999999999999,0.0
725.0,-0.6599999999999999,0.0
735.0,-0.6599999999999999,0.0
745.0,-0.6599999999999999,0.0
755.0,-0.6599999999999999,0.0
765.0,-0.6599999999999999,0.0
775.0,-0.6599999999999999,0.0
785.0,-0.6599999999999999,0.0
795.0,-0.6599999999999999,0.0
805.0,-0.6599999999999999,0.0
815.0,-0.6599999999999999,0.0
825.0,-0.6599999999999999,0.0
835.0,-0.6599999999999999,0.0
845.0,-0.6599999999999999,0.0
855.0,-0.6599999999999999,0.0
865.0,-0.6599999999999999,0.0
875.0,-0.6599999999999999,0.0
885.0,-0.6599999999999999,0.0
895.0,-0.6599999999999999,0.0
905.0,-0.6599999999999999,0.0
915.0,-0.6599999999999999,0.0
925.0,-0.6599999999999999,0.0
935.0,-0.6599999999999999,0.0
945.0,-0.6599999999999999,0.0
955.0,-0.6599999999999999,0.0
965.0,-0.6599999999999999,0.0
975.0,-0.6599999999999999,0.0
985.0,-0.6599999999999999,0.0
